sample_key,preset,object_id,view_idx,target_file,mask_source,method,fg_psnr,fg_rmse,foreground_mse,foreground_psnr,foreground_ssim,full_mse,full_psnr,full_ssim,gt_highlight_area_in_fg,gt_highlight_saturated_ratio,highlight_area_abs_error,highlight_centroid_distance,highlight_chroma_l1_on_gt_mask,highlight_crop_ssim,highlight_mae,highlight_mask_iou,highlight_mse,highlight_mse_ratio,highlight_p95_luma_abs_error,highlight_p99_luma_abs_error,highlight_psnr,highlight_rmse,highlight_saturated_ratio_abs_error,lpips_foreground,lpips_full,lpips_highlight_crop,non_highlight_mse,non_highlight_psnr,pred_highlight_area_in_fg,pred_highlight_saturated_ratio,union_highlight_coverage_in_fg
highlight_test_samebatch_onehdri_highlight_test_samples__khronos_specular_silk_pouf_v000_t014,highlight_test_samebatch_onehdri,highlight_test_samples__khronos_specular_silk_pouf,0,000_014_white_studio_05.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/khronos_specular_silk_pouf/000_014_white_studio_05.png,baseline,4.433860632305002,0.6002151709417249,0.3602582514286041,4.433860632305002,0.2100390060559878,0.3602582514286041,4.433860632305002,0.2100390060559878,0.0744781494140625,0.0,0.009456634521484375,0.006532634459345478,0.01791604422032833,0.21538504242299047,0.45051783323287964,0.22220914147805867,0.22470404207706451,0.6053994838562766,0.05652725696563721,0.07517105340957642,6.483891152267299,0.4740295793271392,0.0,0.6558564901351929,0.6558564901351929,0.633648693561554,0.37116655707359314,4.304311615822254,0.08393478393554688,0.0,0.12961196899414062
highlight_test_samebatch_onehdri_highlight_test_samples__khronos_chronograph_watch_v000_t014,highlight_test_samebatch_onehdri,highlight_test_samples__khronos_chronograph_watch,0,000_014_white_studio_02.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/khronos_chronograph_watch/000_014_white_studio_02.png,baseline,4.784529400260746,0.5764657774227335,0.33231279253959656,4.784529400260746,0.14132370638306513,0.33231279253959656,4.784529400260746,0.14132370638306513,0.10995101928710938,0.00013877806486561894,0.025630950927734375,0.05414398484828926,0.011516720056533813,0.19810074922495313,0.22213484346866608,0.2995228252826048,0.10942909866571426,0.30409935577996705,0.003415703773498535,0.010046541690826416,9.608671779150587,0.3308006932666772,0.0020469764131121337,0.6083023548126221,0.6083023548126221,0.570303201675415,0.3598465323448181,4.438826780279451,0.084320068359375,0.0021857544779777527,0.14949417114257812
highlight_test_samebatch_onehdri_highlight_test_samples__gso_threshold_porcelain_teapot_white_v000_t001,highlight_test_samebatch_onehdri,highlight_test_samples__gso_threshold_porcelain_teapot_white,0,000_001_studio_small_08.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/gso_threshold_porcelain_teapot_white/000_001_studio_small_08.png,baseline,3.939698562128453,0.6353529809607014,0.4036734104156494,3.939698562128453,0.2786865628756997,0.4036734104156494,3.939698562128453,0.2786865628756997,0.0185089111328125,0.0,0.026592254638671875,0.030211340432780533,0.030981561169028282,0.5006832972150543,0.2948833107948303,0.18019675844008776,0.15663085877895355,0.38358689831580867,0.00016862154006958008,0.018850207328796387,8.051226709042114,0.3957661667941735,0.0,0.5990587472915649,0.5990587472915649,0.5042713284492493,0.40833213925361633,3.889864360182711,0.045101165771484375,0.0,0.053897857666015625
highlight_test_samebatch_onehdri_highlight_test_samples__khronos_metal_rough_spheres_no_textures_v000_t002,highlight_test_samebatch_onehdri,highlight_test_samples__khronos_metal_rough_spheres_no_textures,0,000_002_interior.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/khronos_metal_rough_spheres_no_textures/000_002_interior.png,baseline,9.138590568141163,0.3491969739708545,0.12193852663040161,9.138590568141163,0.18709138257366809,0.12193852663040161,9.138590568141163,0.18709138257366809,0.1345367431640625,0.0012759441742673516,0.012485504150390625,0.041695424593971436,0.03075658343732357,0.18709138257366809,0.22414198517799377,0.3698627347154902,0.08586910367012024,0.6732426443468186,0.15154004096984863,0.14542120695114136,10.661630703859231,0.2930343045961006,0.0012192355425213464,0.5637449622154236,0.5637449622154236,0.5637449622154236,0.1275455504655838,8.943346875202865,0.12205123901367188,5.670863174600527e-05,0.18730926513671875
highlight_test_samebatch_onehdri_highlight_test_samples__khronos_toy_car_v000_t004,highlight_test_samebatch_onehdri,highlight_test_samples__khronos_toy_car,0,000_004_photo_studio_01.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/khronos_toy_car/000_004_photo_studio_01.png,baseline,5.96563350047793,0.5031741538826426,0.2531842291355133,5.96563350047793,0.39164544989431,0.2531842291355133,5.96563350047793,0.39164544989431,0.08693313598632812,0.0007459739572368562,0.021732330322265625,0.037703471169481986,0.053100358694791794,0.39164544989431,0.461898535490036,0.1302856818954767,0.24458809196949005,0.9629354966940876,0.1391262412071228,0.17455345392227173,6.115646908722231,0.49455848184971013,0.06468033097917214,0.675470232963562,0.675470232963562,0.675470232963562,0.25400257110595703,5.951618872718805,0.0652008056640625,0.065426304936409,0.1345977783203125
highlight_test_samebatch_onehdri_highlight_test_samples__khronos_specular_silk_pouf_v000_t014,highlight_test_samebatch_onehdri,highlight_test_samples__khronos_specular_silk_pouf,0,000_014_white_studio_05.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/khronos_specular_silk_pouf/000_014_white_studio_05.png,dilightnet,11.47269228187813,0.26691033225493427,0.07124112546443939,11.47269228187813,0.8623375708314003,0.07124112546443939,11.47269228187813,0.8623375708314003,0.0744781494140625,0.0,0.7184791564941406,0.008419759485346998,0.0019405583152547479,0.8623375708314003,0.20507235825061798,0.03712605984866798,0.04672100022435188,0.6381403665559915,0.27843135595321655,0.2745097875595093,13.304878682229937,0.21615041111307626,0.30854332447052,0.2114250361919403,0.2114250361919403,0.2114250361919403,0.07321429997682571,11.354040856835523,0.7929573059082031,0.30854332447052,0.8363838195800781
highlight_test_samebatch_onehdri_highlight_test_samples__khronos_chronograph_watch_v000_t014,highlight_test_samebatch_onehdri,highlight_test_samples__khronos_chronograph_watch,0,000_014_white_studio_02.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/khronos_chronograph_watch/000_014_white_studio_02.png,dilightnet,9.058804575760249,0.35241937058441997,0.12419941276311874,9.058804575760249,0.7940529341395179,0.12419941276311874,9.058804575760249,0.7940529341395179,0.10995101928710938,0.00013877806486561894,0.6955375671386719,0.1371489021232174,0.005857596639543772,0.7940529341395179,0.17782211303710938,0.07377544308668435,0.050795745104551315,0.38115698881881127,0.07569015026092529,0.05316472053527832,12.941726647831246,0.2253791141711035,0.2707559877890162,0.33882367610931396,0.33882367610931396,0.33882367610931396,0.13326725363731384,8.752765520995073,0.8054885864257812,0.27089476585388184,0.8525428771972656
highlight_test_samebatch_onehdri_highlight_test_samples__gso_threshold_porcelain_teapot_white_v000_t001,highlight_test_samebatch_onehdri,highlight_test_samples__gso_threshold_porcelain_teapot_white,0,000_001_studio_small_08.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/gso_threshold_porcelain_teapot_white/000_001_studio_small_08.png,dilightnet,11.16334893114946,0.2765875029172512,0.07650064677000046,11.16334893114946,0.870663590664646,0.07650064677000046,11.16334893114946,0.870663590664646,0.0185089111328125,0.0,0.6726799011230469,0.07086398186513247,0.002335190773010254,0.870663590664646,0.38709813356399536,0.009934152312811799,0.16494806110858917,2.204223487758066,0.1456548571586609,0.1378117799758911,7.826527850279412,0.406137982843995,0.34295135736465454,0.33418750762939453,0.33418750762939453,0.33418750762939453,0.0748327299952507,11.259084108608056,0.6911888122558594,0.34295135736465454,0.7027168273925781
highlight_test_samebatch_onehdri_highlight_test_samples__khronos_metal_rough_spheres_no_textures_v000_t002,highlight_test_samebatch_onehdri,highlight_test_samples__khronos_metal_rough_spheres_no_textures,0,000_002_interior.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/khronos_metal_rough_spheres_no_textures/000_002_interior.png,dilightnet,4.943988792179008,0.565979316552548,0.3203325867652893,4.943988792179008,0.35322914869160355,0.3203325867652893,4.943988792179008,0.35322914869160355,0.1345367431640625,0.0012759441742673516,0.5863151550292969,0.0517800844619003,0.008866469375789165,0.35322914869160355,0.3294651210308075,0.042405619372143946,0.13095776736736298,0.37441002824809416,0.1710488200187683,0.09135288000106812,8.828687375996244,0.3618808745531642,0.24909265094902366,0.6085013151168823,0.6085013151168823,0.6085013151168823,0.34977099299430847,4.5621621002275585,0.7208518981933594,0.250368595123291,0.8205909729003906
highlight_test_samebatch_onehdri_highlight_test_samples__khronos_toy_car_v000_t004,highlight_test_samebatch_onehdri,highlight_test_samples__khronos_toy_car,0,000_004_photo_studio_01.png,/4T/CXY/Neural_Gaffer_original/external_sources/render_raw/highlight_test_samples/khronos_toy_car/000_004_photo_studio_01.png,dilightnet,8.368640316350696,0.3815645194722689,0.14559148252010345,8.368640316350696,0.7749989569957154,0.14559148252010345,8.368640316350696,0.7749989569957154,0.08693313598632812,0.0007459739572368562,0.7803268432617188,0.1255644485445283,0.0031349658966064453,0.7749989569957154,0.33701834082603455,0.0837640758568996,0.13414351642131805,0.9145228424003192,0.23141568899154663,0.19405490159988403,8.724303133050595,0.36625608038818697,0.786124863254372,0.48277747631073,0.48277747631073,0.48277747631073,0.14668142795562744,8.336248707987625,0.8672599792480469,0.7868708372116089,0.8804435729980469
